year,price,d12,e12,ret,retx,aaa,baa,lty,ltr,corpr,tbl,rfree,d/p,d/y,e/p,d/e,b/m,tms,dfy,dfr,infl,eqis,ntis,svar,cay,i/k,csp,pce,vp,impvar,vrp,govik,lzrt,skew,crdstd,ogap,wtexas,accrul,cfacc,sntm,ndrbl,skvw,tail,fbm,dtoy,dtoat,ygap,rdsp,rsvix,gpce,gip,tchi,house,avgcor,shtint,disag,date,date_m,price_m,d12_m,e12_m,ret_decimal,rfree_m,dfy_m,tbl_m,tms_m,ntis_m,dp,ge,gm,gs,ms,r_log,dp_annual,ge_annual,m_annual,gm_annual,ret_lead
1871,4.74,0.26,0.4,,,,,,,,,0.04961,0.054852,0.056034,0.084388,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1871-12-31,1871-12-31,4.74,0.26,0.4,0.12282452743985513,0.0045917272727272725,,,,,0.004560611307641576,0.0,0.06538275926285195,,,,0.004560611307641576,,11.85,,
1872,5.07,0.3,0.43,,,,,,,,,0.074134,0.059172,0.060606,0.084813,0.697674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1872-12-31,1872-12-31,5.07,0.3,0.43,0.13110873905197318,0.0059555833333333336,,,,,0.004918849071596339,0.07232066157962608,-0.005016979683519266,,,,0.004918849071596339,0.07232066157962608,11.790697674418606,-0.005016979683519266,
1873,4.42,0.33,0.46,,,,,,,,,0.091715,0.074661,0.081683,0.104072,0.717391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1873-12-31,1873-12-31,4.42,0.33,0.46,-0.06850522049639211,0.007310333333333333,,,,,0.0062024444682464,0.06744128079553269,-0.20464240230901784,,,,0.0062024444682464,0.06744128079553269,9.608695652173912,-0.20464240230901784,
1874,4.54,0.33,0.46,,,,,,,,,0.058314,0.072687,0.07221,0.101322,0.717391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1874-12-31,1874-12-31,4.54,0.33,0.46,0.10386570312347006,0.00428725,,,,,0.006038997216768112,0.0,0.026787315963649982,,,,0.006038997216768112,0.0,9.869565217391305,0.026787315963649982,
1875,4.37,0.3,0.36,,,,,,,,,0.045897,0.06865,0.06865,0.08238,0.833333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1875-12-31,1875-12-31,4.37,0.3,0.36,0.03269874631649505,0.0036200833333333332,,,,,0.005704522029641537,-0.2451224580329851,0.20695845508722716,,,,0.005704522029641537,-0.2451224580329851,12.13888888888889,0.20695845508722716,
1876,3.58,0.3,0.28,,,,,,,,,0.043973,0.083799,0.083333,0.078212,1.071429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1876-12-31,1876-12-31,3.58,0.3,0.28,-0.11769118706874944,0.0034731666666666665,,,,,0.00695897032430346,-0.25131442828090594,0.05191421958601614,,,,0.00695897032430346,-0.25131442828090594,12.785714285714285,0.05191421958601614,
1877,3.25,0.19,0.3,,,,,,,,,0.042278,0.058462,0.058282,0.092308,0.633333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1877-12-31,1877-12-31,3.25,0.19,0.3,-0.019706397807868245,0.0034775,,,,,0.004859966081893665,0.06899287148695142,-0.1657006755579141,,,,0.004859966081893665,0.06899287148695142,10.833333333333334,-0.1657006755579141,
1878,3.45,0.18,0.31,,,,,,,,,0.038657,0.052174,0.051873,0.089855,0.580645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1878-12-31,1878-12-31,3.45,0.18,0.31,0.1210122105974811,0.0032185000000000004,,,,,0.0043384015985981645,0.03278982282299097,0.026929411878631328,,,,0.0043384015985981645,0.03278982282299097,11.129032258064516,0.026929411878631328,
1879,4.92,0.2,0.38,,,,,,,,,0.040892,0.04065,0.040568,0.077236,0.526316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1879-12-31,1879-12-31,4.92,0.2,0.38,0.4941033513185443,0.0033186666666666664,,,,,0.0033818091073809773,0.20359895524123955,0.1513353442197089,,,,0.0033818091073809773,0.20359895524123955,12.947368421052632,0.1513353442197089,
1880,5.84,0.26,0.49,,,,,,,,,0.043404,0.044521,0.046346,0.083904,0.530612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1880-12-31,1880-12-31,5.84,0.26,0.49,0.24111470210297134,0.0034927499999999998,,,,,0.003703180417700397,0.25423413838424086,-0.08281187204832183,,,,0.003703180417700397,0.25423413838424086,11.918367346938776,-0.08281187204832183,
1881,6.01,0.32,0.44,,,,,,,,,0.042232,0.053245,0.051696,0.073211,0.727273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1881-12-31,1881-12-31,6.01,0.32,0.44,0.07833240788874773,0.003459583333333333,,,,,0.004427234680096111,-0.10763066419236544,0.13632461589934577,,,,0.004427234680096111,-0.10763066419236544,13.659090909090908,0.13632461589934577,
1882,5.84,0.32,0.43,,,,,,,,,0.049152,0.054795,0.055077,0.07363,0.744186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1882-12-31,1882-12-31,5.84,0.32,0.43,0.025795114308316512,0.0038261666666666665,,,,,0.004555816535860718,-0.02298951822469872,-0.005704433482281772,,,,0.004555816535860718,-0.02298951822469872,13.581395348837209,-0.005704433482281772,
1883,5.34,0.33,0.4,,,,,,,,,0.049154,0.061798,0.06044,0.074906,0.825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1883-12-31,1883-12-31,5.34,0.33,0.4,-0.031313103132526866,0.00381375,,,,,0.005136597798695571,-0.07232066157962601,-0.017184482288406078,,,,0.005136597798695571,-0.07232066157962601,13.35,-0.017184482288406078,
1884,4.34,0.31,0.31,,,,,,,,,0.043679,0.071429,0.071264,0.071429,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1884-12-31,1884-12-31,4.34,0.31,0.31,-0.13057732052281457,0.003509333333333333,,,,,0.005934735519814548,-0.25489224962879015,0.04754094476900019,,,,0.005934735519814548,-0.25489224962879015,14.0,0.04754094476900019,
1885,5.2,0.24,0.27,,,,,,,,,0.033202,0.046154,0.045802,0.051923,0.888889,,,,,,,,0.023739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1885-12-31,1885-12-31,5.2,0.24,0.27,0.27175808234366705,0.0026667500000000003,,,,,0.00383877630716568,-0.13815033848081704,0.3189346159558853,,,,0.00383877630716568,-0.13815033848081704,19.25925925925926,0.3189346159558853,
1886,5.64,0.22,0.33,,,,,,,,,0.036061,0.039007,0.037997,0.058511,0.666667,,,,,,,,0.016459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1886-12-31,1886-12-31,5.64,0.22,0.33,0.1319958433607419,0.0030622500000000003,,,,,0.0032453192666826044,0.20067069546215105,-0.11944525553956539,,,,0.0032453192666826044,0.20067069546215105,17.09090909090909,-0.11944525553956539,
1887,5.27,0.25,0.36,,,,,,,,,0.048302,0.047438,0.04717,0.068311,0.694444,,,,,,,,0.018298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1887-12-31,1887-12-31,5.27,0.25,0.36,-0.024822317724214386,0.0038801666666666667,,,,,0.003945400841087273,0.0870113769896297,-0.15486507994632637,,,,0.003945400841087273,0.0870113769896297,14.638888888888888,-0.15486507994632637,
1888,5.14,0.23,0.26,,,,,,,,,0.042261,0.044747,0.043893,0.050584,0.884615,,,,,,,,0.012851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1888-12-31,1888-12-31,5.14,0.23,0.26,0.02113611410396271,0.003309583333333333,,,,,0.0037219882760667154,-0.32542240043462783,0.3004451173484307,,,,0.0037219882760667154,-0.32542240043462783,19.769230769230766,0.3004451173484307,
1889,5.32,0.22,0.3,,,,,,,,,0.037429,0.041353,0.041121,0.056391,0.733333,,,,,,,,0.006874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1889-12-31,1889-12-31,5.32,0.22,0.3,0.0795580309992118,0.0031588333333333334,,,,,0.003440191039458759,0.14310084364067324,-0.1086806197541939,,,,0.003440191039458759,0.14310084364067324,17.733333333333334,-0.1086806197541939,
1890,4.6,0.22,0.29,,,,,,,,,0.045899,0.047826,0.046709,0.063043,0.758621,,,,,,,,0.022621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1890-12-31,1890-12-31,4.6,0.22,0.29,-0.09839987599879747,0.0037091666666666666,,,,,0.00397758615178273,-0.03390155167568134,-0.11151544818282236,-0.016079181206373104,-0.012101595054590374,,0.00397758615178273,-0.03390155167568134,15.862068965517242,-0.11151544818282236,
1891,5.41,0.22,0.34,,,,,,,,,0.049378,0.040665,0.041905,0.062847,0.647059,,,,,,,,0.016124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1891-12-31,1891-12-31,5.41,0.22,0.34,0.22869000502643366,0.0037683333333333336,,,,,0.0033830572016969687,0.15906469462968748,0.0031280947336532715,-0.00812594647488873,-0.004742889273191761,,0.0033830572016969687,0.15906469462968748,15.911764705882351,0.0031280947336532715,
1892,5.51,0.24,0.37,,,,,,,,,0.03252,0.043557,0.043088,0.067151,0.648649,,,,,,,,0.010886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1892-12-31,1892-12-31,5.51,0.24,0.37,0.06166314978154084,0.002633083333333333,,,,,0.0036231923694203115,0.08455738802806297,-0.06624185772163006,-0.0075141101524668855,-0.003890917783046574,,0.0036231923694203115,0.08455738802806297,14.891891891891891,-0.06624185772163006,
1893,4.41,0.25,0.26,,,,,,,,,0.061334,0.056689,0.054705,0.058957,0.961538,,,,,,,,0.054584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1893-12-31,1893-12-31,4.41,0.25,0.26,-0.15700042755035823,0.004763916666666667,,,,,0.004712988269492179,-0.3528213746227423,0.13013144091667395,-0.028527242923380637,-0.023814254653888457,,0.004712988269492179,-0.3528213746227423,16.96153846153846,0.13013144091667395,
1894,4.3,0.21,0.16,,,,,,,,,0.024408,0.048837,0.048387,0.037209,1.3125,,,,,,,,0.016739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1894-12-31,1894-12-31,4.3,0.21,0.16,0.027043420844448177,0.0019338333333333334,,,,,0.004061508339179875,-0.48550781578170077,0.46024814902246297,-0.05280263371246567,-0.048741125373285794,,0.004061508339179875,-0.48550781578170077,26.875,0.46024814902246297,
1895,4.32,0.19,0.25,,,,,,,,,0.025668,0.043981,0.041394,0.05787,0.76,,,,,,,,0.02869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1895-12-31,1895-12-31,4.32,0.19,0.25,0.049938406749560627,0.002235833333333333,,,,,0.0036584232581928894,0.44628710262841953,-0.4416467230719172,-0.01823215567939544,-0.01457373242120255,,0.0036584232581928894,0.44628710262841953,17.28,-0.4416467230719172,
1896,4.22,0.18,0.21,,,,,,,,,0.046288,0.042654,0.041096,0.049763,0.857143,,,,,,,,0.046433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1896-12-31,1896-12-31,4.22,0.18,0.21,0.020387671177545225,0.003986583333333333,,,,,0.0035482000560972784,-0.1743533871447778,0.15093311293667916,-0.014384103622589035,-0.010835903566491757,,0.0035482000560972784,-0.1743533871447778,20.095238095238095,0.15093311293667916,
1897,4.75,0.18,0.31,,,,,,,,,0.027567,0.037895,0.03871,0.065263,0.580645,,,,,,,,0.022752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1897-12-31,1897-12-31,4.75,0.18,0.31,0.17219297275952794,0.0022431666666666667,,,,,0.0031529190596155934,0.3894647667617233,-0.27115527676309387,0.0016394911411495572,0.004792410200765151,,0.0031529190596155934,0.3894647667617233,15.32258064516129,-0.27115527676309387,
1898,5.65,0.2,0.35,,,,,,,,,0.030143,0.035398,0.037594,0.061947,0.571429,,,,,,,,0.032424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1898-12-31,1898-12-31,5.65,0.2,0.35,0.23527214175377067,0.0024805833333333333,,,,,0.002945510229756813,0.12136085700426734,0.05215007010753255,0.006068042850213376,0.009013553079970189,,0.002945510229756813,0.12136085700426734,16.142857142857146,0.05215007010753255,
1899,6.02,0.21,0.48,,,,,,,,,0.029507,0.034884,0.032508,0.079734,0.4375,,,,,,,,0.027097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1899-12-31,1899-12-31,6.02,0.21,0.48,0.10083902261478254,0.0025297500000000003,,,,,0.002902759657961405,0.31585294941847725,-0.25242123525609733,0.011680742559075261,0.014583502217036666,,0.002902759657961405,0.31585294941847725,12.541666666666666,-0.25242123525609733,
1900,6.87,0.3,0.48,,,,,,,,,0.037767,0.043668,0.046296,0.069869,0.625,,,,,,,,0.01716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1900-12-31,1900-12-31,6.87,0.3,0.48,0.19022667765547424,0.002943583333333333,,,,,0.0036324050110071626,0.0,0.1320768469135284,-0.0010309643601367825,0.00260144065087038,,0.0036324050110071626,0.0,14.3125,0.1320768469135284,
1901,7.95,0.32,0.5,,,,,,,,,0.034588,0.040252,0.039604,0.062893,0.64,,,,,,,,0.037293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1901-12-31,1901-12-31,7.95,0.32,0.5,0.20399985802714335,0.00278875,,,,,0.0033486845859317313,0.0408219945202552,0.10518582791172748,0.00639166857549425,0.00974035316142598,,0.0033486845859317313,0.0408219945202552,15.9,0.10518582791172748,
1902,8.05,0.33,0.63,,,,,,,,,0.039023,0.040994,0.040049,0.078261,0.52381,,,,,,,,0.013393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1902-12-31,1902-12-31,8.05,0.33,0.63,0.05246347826886128,0.0032055,,,,,0.0034103272860442663,0.23111172096338664,-0.2186115581991551,0.019096730534898517,0.022507057820942783,,0.0034103272860442663,0.23111172096338664,12.777777777777779,-0.2186115581991551,
1903,6.57,0.35,0.53,,,,,,,,,0.046701,0.053272,0.055732,0.08067,0.660377,,,,,,,,0.024746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1903-12-31,1903-12-31,6.57,0.35,0.53,-0.14389480443921482,0.0036865,,,,,0.004429545937801662,-0.17284281283941083,-0.03031544609454208,0.014070622971909277,0.01850016890971094,,0.004429545937801662,-0.17284281283941083,12.39622641509434,-0.03031544609454208,
1904,8.25,0.31,0.49,,,,,,,,,0.037016,0.037576,0.037944,0.059394,0.632653,,,,,,,,0.012669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1904-12-31,1904-12-31,8.25,0.31,0.49,0.31608586293789415,0.002839,,,,,0.00312642078067726,-0.07847161544149532,0.3061709832915658,0.022891654681274017,0.026018075461951277,,0.00312642078067726,-0.07847161544149532,16.836734693877553,0.3061709832915658,
1905,9.54,0.33,0.67,,,,,,,,,0.033,0.034591,0.035446,0.070231,0.492537,,,,,,,,0.015637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1905-12-31,1905-12-31,9.54,0.33,0.67,0.19837225410310635,0.002793083333333333,,,,,0.002878452857525117,0.3128723212803396,-0.16759203616673418,0.045442787669331845,0.04832124052685696,,0.002878452857525117,0.3128723212803396,14.23880597014925,-0.16759203616673418,
1906,9.84,0.4,0.76,,,,,,,,,0.04718,0.04065,0.040282,0.077236,0.526316,,,,,,,,0.017092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1906-12-31,1906-12-31,9.84,0.4,0.76,0.07160840335031042,0.0038034166666666668,,,,,0.0033818091073809773,0.12604072089536497,-0.09507849529139785,0.04171128894099255,0.045093098048373526,,0.0033818091073809773,0.12604072089536497,12.947368421052632,-0.09507849529139785,
1907,6.57,0.44,0.66,,,,,,,,,0.051266,0.066971,0.0704,0.100457,0.666667,,,,,,,,0.047979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1907-12-31,1907-12-31,6.57,0.44,0.66,-0.29477527905305195,0.0042229166666666665,,,,,0.005565407737213096,-0.14107859825990549,-0.2628632803077373,0.030306790178515786,0.03587219791572888,,0.005565407737213096,-0.14107859825990549,9.954545454545455,-0.2628632803077373,
1908,9.03,0.4,0.58,,,,,,,,,0.042991,0.044297,0.0453,0.06423,0.689655,,,,,,,,0.020052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1908-12-31,1908-12-31,9.03,0.4,0.58,0.4511561376380235,0.0031109999999999996,,,,,0.0036846025473756027,-0.12921173148000634,0.44725026641238097,0.040117323626246856,0.04380192617362246,,0.0036846025473756027,-0.12921173148000634,15.568965517241379,0.44725026641238097,
1909,10.3,0.44,0.76,,,,,,,,,0.028697,0.042718,0.043222,0.073786,0.578947,,,,,,,,0.010035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1909-12-31,1909-12-31,10.3,0.44,0.76,0.19124557485401586,0.0024971666666666666,,,,,0.003553549208657797,0.27029032973991185,-0.1386988019332156,0.04647679793120879,0.050030347139866586,,0.003553549208657797,0.27029032973991185,13.55263157894737,-0.1386988019332156,
1910,9.05,0.47,0.73,,,,,,,,,0.040689,0.051934,0.050483,0.080663,0.643836,,,,,,,,0.018908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1910-12-31,1910-12-31,9.05,0.47,0.73,-0.0773935667920037,0.0033673333333333333,,,,,0.004318470440816481,-0.04027389913793996,-0.08910523838581534,0.046158180558095854,0.05047665099891233,,0.004318470440816481,-0.04027389913793996,12.397260273972604,-0.08910523838581534,
1911,9.11,0.47,0.59,,,,,,,,,0.033204,0.051592,0.051819,0.064764,0.79661,,,,,,,,0.007784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1911-12-31,1911-12-31,9.11,0.47,0.59,0.05913049622232008,0.0026133333333333334,,,,,0.0042900891867737705,-0.21292199724267166,0.2195299508027039,0.027558845964477906,0.03184893515125167,,0.0042900891867737705,-0.21292199724267166,15.440677966101696,0.2195299508027039,
1912,9.38,0.48,0.7,,,,,,,,,0.036837,0.051173,0.049332,0.074627,0.685714,,,,,,,,0.006454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1912-12-31,1912-12-31,9.38,0.48,0.7,0.08219996776581774,0.0030535833333333335,,,,,0.004255325570138384,0.17095779814363948,-0.1417507463973731,0.03187886647025673,0.03613419204039511,,0.004255325570138384,0.17095779814363948,13.400000000000002,-0.1417507463973731,
1913,8.04,0.48,0.63,,,,,,,,,0.048444,0.059701,0.059627,0.078358,0.761905,,,,,,,,0.010675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1913-12-31,1913-12-31,8.04,0.48,0.63,-0.09312687746489016,0.0037774166666666668,,,,,0.00496278934212901,-0.10536051565782628,-0.04879016416943229,0.04425190941850253,0.04921469876063154,,0.00496278934212901,-0.10536051565782628,12.761904761904761,-0.04879016416943229,
1914,7.35,0.42,0.52,,,,,,,,,0.040743,0.057143,0.054688,0.070748,0.807692,,,,,0.01,,,0.011601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1914-12-31,1914-12-31,7.35,0.42,0.52,-0.032963240069462295,0.003256,,,,,0.004750602758597815,-0.19189100781010526,0.10216223784397557,0.05893274981708231,0.06368335257568013,,0.004750602758597815,-0.19189100781010526,14.134615384615383,0.10216223784397557,
1915,9.48,0.43,0.88,,,,,,,,,0.028425,0.045359,0.045455,0.092827,0.488636,,,,,0.019802,,,0.019105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1915-12-31,1915-12-31,9.48,0.43,0.88,0.35788282392716786,0.0022611666666666665,,,,,0.003772761658625924,0.5260930958967791,-0.27160909285459384,0.06292304948050029,0.0666958111391262,,0.003772761658625924,0.5260930958967791,10.772727272727273,-0.27160909285459384,
1916,9.8,0.56,1.53,,,,,,,,,0.025152,0.057143,0.054848,0.156122,0.366013,,,,,0.126214,,,0.017832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1916-12-31,1916-12-31,9.8,0.56,1.53,0.08969610799416709,0.0021148333333333336,,,,,0.004750602758597815,0.5531011069142291,-0.5199030375046332,0.09929577418345063,0.10404637694204845,,0.004750602758597815,0.5531011069142291,6.405228758169935,-0.5199030375046332,
1917,6.8,0.69,1.28,,,,,,,,,0.036474,0.101471,0.098011,0.188235,0.539063,,,,,0.181034,,,0.035562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1917-12-31,1917-12-31,6.8,0.69,1.28,-0.25188581208278427,0.0030371666666666667,,,,,0.008420331647560229,-0.17840765747281825,-0.187052116021647,0.07090215297172356,0.07932248461928379,,0.008420331647560229,-0.17840765747281825,5.3125,-0.187052116021647,
1918,7.9,0.57,0.99,,,,,,,,,0.048008,0.072152,0.07072,0.125316,0.575758,,,,,0.20438,,,0.015361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1918-12-31,1918-12-31,7.9,0.57,0.99,0.262116888532613,0.003949833333333334,,,,,0.005994654329844907,-0.2569104137850272,0.40685056107594203,0.051988589432258835,0.057983243762103745,,0.005994654329844907,-0.2569104137850272,7.97979797979798,0.40685056107594203,
1919,8.92,0.53,0.93,,,0.0573,0.0777,0.049,,,,0.045351,0.059417,0.057671,0.10426,0.569892,,,0.0204,,0.145455,,,0.024541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1919-12-31,1919-12-31,8.92,0.53,0.93,0.20205685613791086,0.003635666666666667,0.017575,,,,0.004939202063995752,-0.06252035698133393,0.18395354410027592,0.033069924112268265,0.038009126176264015,,0.004939202063995752,-0.06252035698133393,9.591397849462364,0.18395354410027592,
1920,6.81,0.51,0.8,,,0.0626,0.0856,0.054,,,0.0588,0.053759,0.07489,0.068182,0.117474,0.6375,,-0.0048,0.023,,0.026455,,,0.033408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1920-12-31,1920-12-31,6.81,0.51,0.8,-0.18514565215216622,0.00444275,0.020833333333333332,0.054233333333333335,-0.0010416666666666667,,0.006221429033382806,-0.15057285847937432,-0.11933096795112268,0.025541281188299552,0.03176271022168236,,0.006221429033382806,-0.15057285847937432,8.5125,-0.11933096795112268,
1921,7.31,0.46,0.29,,,0.055,0.0761,0.0447,,,0.039,0.05354,0.062927,0.065156,0.039672,1.586207,0.596535,0.0057,0.0211,,-0.108247,,,0.019019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1921-12-31,1921-12-31,7.31,0.46,0.29,0.15161466410360927,0.004160916666666666,0.023841666666666667,0.04828333333333334,0.0026166666666666664,,0.0052302563801041235,-1.0147308046874077,1.0855819582876738,-0.027236358772083597,-0.022006102391979473,,0.0052302563801041235,-1.0147308046874077,25.20689655172414,1.0855819582876738,
1922,8.78,0.51,0.69,,,0.0508,0.0702,0.0432,,,0.0365,0.035564,0.058087,0.057955,0.078588,0.73913,0.472649,0.0067,0.0194,,-0.023121,,,0.014713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1922-12-31,1922-12-31,8.78,0.51,0.69,0.2727706295654173,0.002910333333333333,0.019766666666666665,0.034716666666666667,0.008233333333333334,,0.00482886892026279,0.8668106746107854,-0.6835775407254473,0.004548588910286344,0.009377457830549133,,0.00482886892026279,0.8668106746107854,12.72463768115942,-0.6835775407254473,
